,onet_code,last_location_in_india,year,mean_salary,n_individuals
37827,25-3031.00,Maharashtra,1996,48483.708984375,2
37828,17-2151.00,Delhi,2005,66496.109375,1
37829,15-1299.09,Uttar Pradesh,2011,159826.0703125,2
37830,35-2013.00,Uttarakhand,2008,39930.42578125,1
37831,27-2012.05,Telangana,2005,63172.01171875,1
37832,25-1032.00,Delhi,2011,66786.751953125,2
37833,27-1024.00,Delhi,2010,41525.923828125,2
37834,15-1251.00,Tamil Nadu,2022,109438.91276041667,6
37835,25-1123.00,Karnataka,1979,128196.5859375,3
37836,53-5021.00,Maharashtra,1984,129676.6015625,1
37837,41-9091.00,empty,2001,73410.578125,1
37838,11-3121.00,Maharashtra,1991,78293.14453125,2
37839,13-1121.00,Delhi,2021,82961.9140625,1
37840,11-9021.00,empty,2006,61674.296875,1
37841,25-1123.00,Meghalaya,2011,133261.21875,1
37842,13-2051.00,Delhi,2006,103271.361328125,6
37843,15-1252.00,Assam,1989,42355.39453125,1
37844,17-2171.00,Karnataka,2011,161104.125,1
37845,53-4041.00,Gujarat,2018,26015.208984375,1
37846,45-2092.00,empty,2017,202883.328125,1
37847,11-2032.00,empty,2014,88462.078125,1
37848,27-1024.00,West Bengal,1992,40139.7421875,1
37849,39-4011.00,Uttar Pradesh,2018,38942.2578125,1
37850,13-1081.02,empty,2014,95485.796875,1
37851,25-2032.00,Punjab,2019,75487.69140625,2
37852,15-1251.00,empty,1990,78141.5859375,2
37853,11-3031.00,Karnataka,1995,95665.291015625,2
37854,13-2011.00,Tamil Nadu,2020,88095.6015625,1
37855,39-9011.01,Tamil Nadu,2016,39299.4609375,1
37856,29-1141.01,Kerala,2006,75113.0625,1
37857,11-9041.00,Telangana,2017,79478.703125,1
37858,17-2141.00,Assam,1987,38115.65234375,1
37859,41-9022.00,empty,1985,120532.0234375,2
37860,25-2032.00,Andhra Pradesh,2019,49367.58984375,2
37861,11-9041.00,Haryana,2003,94121.2109375,1
37862,29-1051.00,Kerala,1999,115610.25,1
37863,51-9061.00,Maharashtra,2004,64707.66015625,1
37864,43-6011.00,empty,2009,28519.5576171875,2
37865,25-1054.00,Karnataka,1991,86965.1875,2
37866,19-3093.00,Gujarat,2005,144961.8203125,2
37867,13-1131.00,empty,2023,87390.3359375,1
37868,51-1011.00,Maharashtra,1977,48235.3046875,1
37869,17-3024.01,Tamil Nadu,2000,67063.8359375,1
37870,17-2199.06,West Bengal,2019,128336.9609375,2
37871,53-5021.00,Tamil Nadu,1991,77847.578125,1
37872,25-1054.00,Assam,2010,98592.1484375,1
37873,17-2199.09,empty,1989,63683.82421875,1
37874,41-9091.00,Rajasthan,1996,63454.7578125,1
37875,41-9091.00,Rajasthan,2003,63454.7578125,1
37876,11-1031.00,Kerala,2012,106071.0234375,1
37877,25-3031.00,Gujarat,2002,42618.47265625,1
37878,21-2021.00,Karnataka,2013,79688.265625,1
37879,17-2031.00,Tamil Nadu,1991,46067.421875,1
37880,17-2171.00,West Bengal,1997,237178.3125,1
37881,25-9042.00,West Bengal,1995,45029.890625,1
37882,11-1021.00,Haryana,2018,150651.140625,1
37883,27-3041.00,Tamil Nadu,2019,193240.40625,1
37884,39-9041.00,Tamil Nadu,1992,183774.984375,1
37885,17-2112.03,Andhra Pradesh,2012,85104.5078125,1
37886,17-2199.06,Kerala,2020,138752.890625,1
37887,11-9021.00,Tamil Nadu,2002,106911.19140625,2
37888,43-6011.00,Delhi,2016,26971.9453125,1
37889,11-1021.00,Kerala,2006,156320.734375,1
37890,23-1012.00,Andhra Pradesh,2013,48966.07421875,1
37891,15-1299.06,Jharkhand,2013,86317.0859375,1
37892,35-2015.00,Goa,2011,51835.26171875,1
37893,45-2092.00,Haryana,1981,15811.4599609375,1
37894,29-1071.00,Uttarakhand,2010,94663.625,1
37895,17-2199.07,Delhi,2005,67830.953125,1
37896,11-1021.00,West Bengal,2000,203374.984375,1
37897,15-2051.00,Karnataka,1996,66478.0625,1
37898,17-2031.00,Gujarat,1992,41407.74609375,1
37899,27-3043.00,Karnataka,2022,76068.2890625,1
37900,11-1021.00,Dadra and Nagar Haveli and Daman and Diu,2020,80189.3984375,1
37901,21-1012.00,Andhra Pradesh,2023,43197.1640625,1
37902,43-6011.00,empty,2016,26390.263671875,1
37903,17-2112.02,Punjab,1997,98001.421875,1
37904,25-1123.00,Tamil Nadu,2019,105263.60590277778,18
37905,17-2199.06,empty,2006,139727.20625,10
37906,15-1253.00,empty,2013,67519.13932291667,3
37907,25-1123.00,Puducherry,2012,133412.015625,2
37908,17-2031.00,empty,1988,57383.93359375,1
37909,29-1141.01,Maharashtra,1999,60271.43359375,1
37910,15-1243.00,Maharashtra,2016,86138.4921875,2
37911,43-6012.00,Gujarat,1995,42101.984375,1
37912,11-9199.02,Tamil Nadu,2014,85325.875,1
37913,13-2051.00,Karnataka,2017,131872.9453125,2
37914,39-2011.00,Kerala,2000,81673.8125,1
37915,43-4121.00,Delhi,2014,32588.375,1
37916,17-2031.00,Chandigarh,2021,182195.734375,1
37917,43-5071.00,Gujarat,2022,52472.109375,2
37918,43-3031.00,Odisha,1990,4098.63232421875,1
37919,13-2099.01,Karnataka,2000,94557.7421875,3
37920,43-5071.00,Delhi,1999,59696.9453125,1
37921,25-1032.00,Maharashtra,1996,40587.64453125,1
37922,35-3031.00,Goa,1998,59656.41015625,1
37923,47-3012.00,empty,2010,84351.8359375,1
37924,27-2022.00,Telangana,2012,51651.7890625,1
37925,11-3121.00,Maharashtra,2023,118130.12109375,2
37926,35-3041.00,Delhi,2003,39765.390625,1
37927,11-1011.00,Madhya Pradesh,1969,28318.775390625,1
37928,17-2071.00,Telangana,1994,59471.078125,1
37929,27-3043.00,Tamil Nadu,2019,51415.1171875,1
37930,15-1212.00,Gujarat,2021,147171.828125,1
37931,11-9199.02,Gujarat,2018,50067.8046875,1
37932,11-3051.06,Tamil Nadu,2000,71900.6015625,1
37933,11-3031.01,Delhi,2018,168607.65234375,6
37934,41-9091.00,Maharashtra,1998,75355.6640625,1
37935,19-1011.00,empty,2021,114740.193359375,8
37936,15-1211.00,Telangana,2007,96708.92858886719,16
37937,15-1211.00,Telangana,2008,95432.61146763393,14
37938,15-1299.09,Maharashtra,2005,125273.90104166667,12
37939,13-1111.00,West Bengal,2006,110362.3525390625,8
37940,15-1212.00,Karnataka,2009,133172.796875,1
37941,13-2011.00,Chandigarh,2003,64572.474609375,2
37942,25-1054.00,Uttar Pradesh,2009,86940.12109375,2
37943,11-2021.00,Uttarakhand,2023,157878.625,3
37944,29-2011.00,Gujarat,2014,24872.869140625,1
37945,15-1241.00,Telangana,2014,122659.69866071429,7
37946,11-1011.00,Punjab,1998,201339.921875,1
37947,43-3031.00,Maharashtra,2011,60519.08203125,1
37948,13-1082.00,Gujarat,2016,95924.6765625,5
37949,17-2199.06,empty,1993,87343.666015625,8
37950,11-9021.00,empty,2013,86741.71875,1
37951,15-1211.00,West Bengal,2009,92059.27083333333,3
37952,39-4011.00,empty,1992,35948.7578125,1
37953,19-3093.00,Jharkhand,2020,99764.20703125,2
37954,25-3031.00,Telangana,2013,58811.763671875,4
37955,47-5012.00,empty,2022,74011.234375,1
37956,11-2011.00,Karnataka,2020,84797.27734375,2
37957,41-9091.00,West Bengal,2022,60660.509765625,2
37958,19-2042.00,Maharashtra,2022,114136.29296875,4
37959,17-2141.00,Telangana,2004,102467.88020833333,6
37960,15-1251.00,Uttar Pradesh,2004,72358.693359375,2
37961,19-1011.00,Karnataka,2023,115550.59364720395,38
37962,13-1082.00,Tamil Nadu,2012,90382.02455357143,7
37963,15-1299.09,Haryana,2022,153797.87890625,4
37964,51-4041.00,Maharashtra,2004,172909.953125,1
37965,15-1299.07,Karnataka,1992,80351.728515625,2
37966,27-3043.05,empty,2017,84538.76171875,4
37967,41-9031.00,empty,1984,600000.0,1
37968,41-9022.00,Gujarat,2010,92863.31868489583,12
37969,17-2112.03,Uttarakhand,1998,90516.9296875,1
37970,17-2199.09,Uttarakhand,2010,133155.625,1
37971,13-1111.00,Uttar Pradesh,2011,121675.640625,4
37972,17-2199.09,Chhattisgarh,1993,57506.4765625,1
37973,29-1071.00,Tamil Nadu,2011,77436.21223958333,3
37974,15-1299.08,empty,2016,126994.1953125,1
37975,11-9131.00,empty,1991,48331.515625,1
37976,27-1024.00,Gujarat,2014,56199.81640625,1
37977,11-9081.00,empty,1997,100368.6015625,1
37978,17-2199.08,Maharashtra,2017,156541.0625,1
37979,41-9022.00,Gujarat,2006,97409.81076388889,9
37980,43-4061.00,Telangana,2009,57516.55078125,1
37981,13-2099.01,West Bengal,1982,66748.3671875,1
37982,17-2051.00,Punjab,1987,59304.65625,1
37983,41-9021.00,Maharashtra,2007,63819.82421875,4
37984,17-1011.00,Tamil Nadu,2019,151702.865234375,4
37985,19-1011.00,Haryana,1990,55971.791015625,2
37986,41-2012.00,Gujarat,1991,14089.59375,1
37987,17-2112.00,West Bengal,2009,202380.0,1
37988,19-1011.00,Uttar Pradesh,2015,171456.3890625,5
37989,13-2099.01,Karnataka,1977,31799.2890625,1
37990,19-3093.00,empty,1994,97449.08420138889,9
37991,13-1082.00,Maharashtra,1992,70798.43033854167,6
37992,13-1082.00,Maharashtra,1994,71917.36104910714,7
37993,27-1011.00,Karnataka,2018,140211.15625,1
37994,11-9199.01,Jharkhand,2021,171321.953125,1
37995,27-1011.00,Maharashtra,2013,85977.953125,1
37996,25-2032.00,Uttarakhand,2008,79777.796875,2
37997,17-2141.00,Tamil Nadu,2015,122449.984375,11
37998,19-1011.00,Maharashtra,1998,76998.63832720589,17
37999,43-3061.00,Karnataka,2020,82055.62109375,2
38000,17-2051.00,West Bengal,1997,40015.6484375,1
38001,15-1231.00,Delhi,2010,113480.79296875,2
38002,11-3031.00,Gujarat,2001,46249.91796875,2
38003,23-1011.00,Maharashtra,2004,32024.73828125,1
38004,29-1141.01,Maharashtra,2012,64993.802734375,2
38005,17-2199.06,Kerala,2010,98362.86197916667,3
38006,17-2071.00,Maharashtra,1980,88039.5625,1
38007,19-3093.00,Delhi,2018,102409.40764508929,14
38008,11-3051.06,Tamil Nadu,1980,95944.158203125,2
38009,11-9041.00,empty,2017,117380.3359375,2
38010,21-1093.00,Telangana,2015,36708.5625,1
38011,31-9095.00,Maharashtra,2008,59944.39453125,1
38012,15-1299.09,Karnataka,1992,165100.7390625,5
38013,17-2131.00,Karnataka,2019,93242.625,1
38014,25-2032.00,Uttar Pradesh,2022,112563.484375,2
38015,17-2112.00,Tamil Nadu,2003,172288.7734375,2
38016,17-2072.00,Tamil Nadu,2013,133253.3125,2
38017,27-2012.04,Telangana,2014,128390.685546875,2
38018,15-1299.06,Delhi,2007,79234.7609375,5
38019,17-2199.06,Gujarat,1989,74615.4794921875,4
38020,53-2012.00,Tamil Nadu,1990,74857.5625,1
38021,13-1082.00,empty,1999,87141.85379464286,7
38022,17-3024.01,Karnataka,2020,115252.7578125,1
38023,25-3031.00,Telangana,2019,63555.06640625,3
38024,11-2021.00,Andhra Pradesh,2005,192404.21875,1
38025,17-2051.00,Delhi,2006,97395.39787946429,7
38026,15-1299.09,Delhi,1995,131045.1171875,1
38027,17-2141.00,Punjab,1983,171284.015625,1
38028,13-2041.00,Gujarat,2009,64196.37890625,1
38029,27-1011.00,Maharashtra,1994,100896.1953125,1
38030,25-1123.00,Meghalaya,2015,133261.21875,1
38031,41-2012.00,empty,2019,21316.23828125,1
38032,25-3031.00,empty,2006,54921.752604166664,3
38033,17-2199.06,Gujarat,1994,63882.5234375,2
38034,25-1123.00,Puducherry,2007,80787.4609375,1
38035,17-2072.00,Maharashtra,1981,118075.84375,1
38036,41-9021.00,Telangana,2012,79989.546875,2
38037,11-3021.00,empty,1999,117490.88359375,5
38038,41-1011.00,empty,2002,76561.6875,1
38039,15-1299.05,Karnataka,2009,86211.19921875,2
38040,53-2012.00,Delhi,2023,87074.9921875,1
38041,11-2021.00,Tamil Nadu,1972,79193.4765625,1
38042,43-5011.01,Maharashtra,2001,66096.7890625,1
38043,21-1093.00,empty,2011,108440.078125,1
38044,11-3051.02,Gujarat,2020,116099.90625,1
38045,17-2072.00,empty,1985,92977.5703125,1
38046,19-2042.00,Odisha,2002,94357.40625,1
38047,39-9011.01,Tamil Nadu,1996,39299.4609375,1
38048,25-2032.00,Haryana,1987,33550.37890625,1
38049,27-2012.05,Tamil Nadu,2007,109526.09895833333,3
38050,17-2061.00,Uttar Pradesh,2001,66662.4921875,1
38051,19-1011.00,Karnataka,1980,79265.26041666667,3
38052,29-2012.00,Gujarat,2016,75316.6171875,1
38053,11-2033.00,Gujarat,2021,290449.5,1
38054,19-1011.00,Kerala,1990,52668.62109375,2
38055,15-1243.00,empty,2020,133400.03125,1
38056,11-2011.00,Maharashtra,2007,169751.859375,1
38057,19-3011.00,Delhi,2004,137283.75,1
38058,15-1299.09,Uttar Pradesh,2007,94230.7578125,1
38059,19-3051.00,Tamil Nadu,2022,78979.40625,1
38060,29-1051.00,Tamil Nadu,1995,66657.1171875,1
38061,13-2052.00,Maharashtra,1979,123045.30729166667,3
38062,13-1161.01,Maharashtra,1990,34119.9296875,1
38063,13-1021.00,empty,1979,153624.140625,1
38064,17-1022.01,Telangana,2021,102565.7109375,1
38065,25-9042.00,Telangana,1981,132092.0625,1
38066,41-9022.00,Tamil Nadu,2002,51311.4755859375,2
38067,25-2032.00,West Bengal,1992,76285.5341796875,2
38068,21-1093.00,Tamil Nadu,2022,174073.8203125,2
38069,41-2031.00,Maharashtra,2014,52896.0390625,1
38070,17-2199.09,Tamil Nadu,2008,239689.27734375,4
38071,19-3051.00,Gujarat,2020,97336.78125,1
38072,17-2072.00,empty,2011,275869.125,1
38073,25-1054.00,Assam,1998,98592.1484375,1
38074,17-1011.00,Uttar Pradesh,2003,161882.49609375,2
38075,41-9091.00,Rajasthan,2000,63454.7578125,1
38076,11-3131.00,Gujarat,2023,102242.453125,1
38077,43-4141.00,empty,2000,54302.33984375,4
38078,19-3051.00,West Bengal,2015,74868.328125,1
38079,11-3031.03,West Bengal,1997,82223.9609375,1
38080,11-1021.00,Andhra Pradesh,1999,624419.94140625,2
38081,15-1231.00,Haryana,2008,89089.546875,1
38082,19-3093.00,Uttar Pradesh,1965,85526.6875,1
38083,15-1299.09,Delhi,1994,52918.271484375,2
38084,29-1051.00,Gujarat,2017,108481.8046875,1
38085,41-2012.00,Gujarat,2020,23482.778645833332,3
38086,13-1081.00,empty,2019,70802.3125,1
38087,19-2042.00,Haryana,2010,51571.73828125,1
38088,43-6012.00,Delhi,2010,45956.19140625,2
38089,11-3031.01,Chandigarh,2022,74620.3125,1
38090,17-2041.00,Jharkhand,1973,119250.234375,1
38091,15-1299.09,Jharkhand,1999,113744.9765625,2
38092,13-1041.07,empty,2008,77993.9375,1
38093,11-1021.00,Rajasthan,2007,80036.65625,1
38094,27-3041.00,Telangana,2023,67210.203125,1
38095,41-9091.00,Himachal Pradesh,1989,49830.80859375,1
38096,43-6011.00,Maharashtra,2010,55893.09765625,2
38097,19-3093.00,Punjab,1985,48675.3515625,1
38098,41-1011.00,Goa,2020,45151.67578125,1
38099,43-9081.00,Maharashtra,1986,28824.748046875,1
38100,43-4171.00,Telangana,2007,35714.078125,1
38101,29-1071.00,Uttarakhand,1977,110265.23697916667,3
38102,29-1071.00,Uttarakhand,1990,88717.34765625,2
38103,27-2012.04,Maharashtra,2020,65633.75,1
38104,13-1151.00,Telangana,2009,60346.2578125,1
38105,13-2053.00,Delhi,1995,123157.15625,1
38106,27-2012.04,Delhi,2004,64203.33984375,1
38107,51-8021.00,Tamil Nadu,1994,50297.58203125,1
38108,25-1032.00,Telangana,1993,55532.20703125,1
38109,11-3121.00,Telangana,2003,164107.15625,1
38110,43-3011.00,Maharashtra,2021,57422.0390625,1
38111,31-9095.00,Karnataka,1995,50736.2265625,1
38112,23-1011.00,Karnataka,1992,66514.6328125,1
38113,25-3031.00,Uttarakhand,1994,46628.87890625,1
38114,15-1253.00,Uttar Pradesh,2019,104449.4609375,1
38115,27-3041.00,Gujarat,2016,92853.5703125,1
38116,11-1011.03,West Bengal,2015,107670.921875,1
38117,41-4011.00,Telangana,2003,30299.947265625,1
38118,19-1011.00,Punjab,1991,62318.87890625,1
38119,17-2051.00,Maharashtra,2020,101557.7984375,5
38120,15-1252.00,Rajasthan,1983,84096.4140625,1
38121,11-9199.11,Tamil Nadu,2018,77038.84375,1
38122,47-2111.00,Maharashtra,2008,57611.234375,1
38123,41-9022.00,Assam,2023,80610.3125,1
38124,43-4121.00,Delhi,2016,29828.90234375,1
38125,11-3051.00,Maharashtra,2003,118505.875,1
38126,11-9111.00,Tamil Nadu,1995,39343.8515625,1
38127,11-3121.00,Kerala,2010,136225.828125,1
38128,43-4061.00,Chhattisgarh,2020,59099.109375,1
38129,27-3042.00,Delhi,2019,67410.015625,1
38130,17-3012.00,empty,2007,37912.73828125,1
38131,17-2071.00,Uttar Pradesh,2011,84338.4921875,1
38132,11-1011.00,Odisha,2020,134285.359375,1
38133,11-3061.00,Gujarat,2013,90649.953125,1
38134,43-5071.00,Tamil Nadu,1999,50372.6796875,2
38135,13-2051.00,Chandigarh,1994,55598.734375,1
38136,25-9042.00,Rajasthan,1985,14356.037109375,1
38137,15-1299.08,Karnataka,2015,156199.640625,1
38138,27-2012.05,Odisha,1976,92085.28125,1
38139,11-3021.00,Madhya Pradesh,2012,122446.7109375,1
38140,41-2031.00,Goa,2019,39872.125,1
38141,15-1299.08,Maharashtra,2000,89198.1796875,1
38142,29-1141.01,empty,2020,43126.890625,1
38143,15-1299.06,Maharashtra,2014,101397.54296875,6
38144,15-1231.00,Uttar Pradesh,2003,78190.4375,2
38145,25-1123.00,Karnataka,2019,118791.62360491071,28
38146,13-1111.00,West Bengal,2013,99353.3515625,7
38147,15-1299.08,Karnataka,2003,79843.7578125,3
38148,17-2111.00,Maharashtra,2002,97163.71875,1
38149,15-1211.00,Andhra Pradesh,2008,85587.14583333333,3
38150,41-9022.00,Chandigarh,2012,62559.306640625,2
38151,17-2112.03,Maharashtra,2003,81404.47734375,5
38152,11-3051.03,Maharashtra,2005,96693.0625,1
38153,11-2022.00,Gujarat,2018,103126.06015625,5
38154,25-1054.00,Uttar Pradesh,2019,122171.25,2
38155,21-1093.00,Delhi,1992,32429.5361328125,2
38156,15-1251.00,Maharashtra,2011,93871.00541548296,22
38157,29-2012.00,Gujarat,2002,69656.5546875,1
38158,11-1011.00,Delhi,2008,167892.76962890624,40
38159,25-1123.00,Tamil Nadu,2011,103423.80672554347,23
38160,11-3012.00,Gujarat,1997,77532.92578125,2
38161,11-3031.01,Gujarat,2018,158953.6796875,4
38162,11-2021.00,Gujarat,2013,186570.607421875,12
38163,15-1299.07,Tamil Nadu,1993,72405.9267578125,6
38164,15-1243.01,Karnataka,2017,154136.628125,5
38165,15-1241.01,Delhi,2008,92848.63411458333,3
38166,19-1011.00,Karnataka,2003,83385.05353860294,34
38167,15-1211.00,Tamil Nadu,2007,116317.95089285714,14
38168,41-2022.00,Gujarat,1975,33739.4453125,1
38169,15-1252.00,empty,2009,113777.37290736607,28
38170,11-3031.01,Maharashtra,2021,205180.20659722222,9
38171,19-1011.00,West Bengal,2022,122148.44866071429,7
38172,17-2141.00,Kerala,2002,166290.76692708334,3
38173,11-1011.00,West Bengal,2000,178681.7783203125,4
38174,11-2021.00,Telangana,2019,195821.18960336538,26
38175,17-2051.00,Andhra Pradesh,1970,87953.9375,1
38176,17-2051.00,Andhra Pradesh,1985,87953.9375,1
38177,25-2032.00,Delhi,2020,64668.8703125,10
38178,17-2199.06,empty,2003,125689.17717633929,14
38179,19-2032.00,Maharashtra,1991,75994.421875,1
38180,15-1253.00,Delhi,2000,66597.0171875,5
38181,43-3011.00,Gujarat,2012,49785.0390625,1
38182,15-1241.00,empty,2001,105061.6546875,5
38183,13-1111.00,Delhi,1998,100961.9404296875,18
38184,15-1243.01,Delhi,2015,116302.09375,4
38185,19-2031.00,Maharashtra,2012,68960.662109375,2
38186,43-4161.00,Karnataka,2007,46342.6875,2
38187,15-1299.07,Haryana,2011,83352.5859375,1
38188,19-1011.00,Rajasthan,2002,194499.3515625,2
38189,19-1011.00,Rajasthan,2010,194499.3515625,2
38190,19-1011.00,Rajasthan,2018,292237.34375,1
38191,15-2051.01,West Bengal,2001,75385.4921875,1
38192,11-2032.00,Maharashtra,2011,116572.6171875,2
38193,19-3051.00,Tamil Nadu,2006,62591.7734375,1
38194,21-1093.00,Gujarat,2008,123268.03125,2
38195,15-1299.09,West Bengal,2007,178443.5078125,2
38196,15-2051.01,West Bengal,1999,42141.0546875,1
38197,17-2199.09,Chhattisgarh,2006,57506.4765625,1
38198,17-2031.00,Maharashtra,1995,96452.42299107143,7
38199,19-3093.00,Puducherry,1990,32736.369140625,1
38200,11-9081.00,empty,2020,84374.6640625,2
38201,13-1121.00,empty,2010,28046.27734375,1
38202,11-2022.00,empty,2010,139920.0859375,8
38203,13-1031.00,Punjab,2012,48942.62109375,1
38204,11-1011.03,Jharkhand,2017,131723.796875,1
38205,11-3021.00,Telangana,2023,170195.69791666666,3
38206,11-1021.00,Maharashtra,2018,135271.48828125,2
38207,11-3131.00,Kerala,2011,89815.875,1
38208,11-9033.00,empty,2020,48165.39453125,2
38209,19-2041.00,Tamil Nadu,1975,20778.375,1
38210,17-2051.00,Punjab,1984,29991.041015625,1
38211,27-1025.00,Telangana,1992,51037.01171875,1
38212,41-9022.00,Telangana,2021,69484.4609375,1
38213,11-1011.00,Chhattisgarh,2022,134238.203125,1
38214,11-9032.00,Maharashtra,2015,68497.7255859375,8
38215,19-2042.00,empty,2021,102570.88802083333,3
38216,25-1123.00,Gujarat,1997,77465.0,4
38217,25-1123.00,Gujarat,1998,84472.1953125,4
38218,11-3031.03,Maharashtra,2011,182323.51085069444,18
38219,15-1231.00,Maharashtra,1992,79090.07942708333,3
38220,11-9041.00,Delhi,2023,98799.7734375,2
38221,13-1199.04,Delhi,2022,108536.92057291667,6
38222,15-1252.00,Delhi,2009,126878.02627840909,11
38223,17-2112.00,West Bengal,2016,202380.0,1
38224,27-3023.00,Delhi,2013,53819.0859375,2
38225,27-3023.00,Delhi,2021,53819.0859375,2
38226,13-2052.00,empty,1985,53337.1015625,1
38227,53-2022.00,Telangana,2015,141545.1640625,3
38228,41-9021.00,empty,1998,49234.25390625,1
38229,11-2022.00,Tamil Nadu,2005,155626.5390625,2
38230,15-1242.00,Uttarakhand,2005,88634.36328125,2
38231,15-1211.00,Uttarakhand,2015,125682.7890625,1
38232,11-2021.00,Uttarakhand,1989,211550.328125,1
38233,11-2021.00,Uttarakhand,1996,178489.7265625,2
38234,17-2199.09,Tamil Nadu,1991,120351.69010416667,3
38235,13-1111.00,Jharkhand,2019,88781.6171875,1
38236,17-2199.06,Andhra Pradesh,1987,80844.1015625,1
38237,15-1252.00,Uttar Pradesh,1997,71632.44375,5
38238,41-4012.00,Maharashtra,1981,75622.51171875,2
38239,29-1141.01,Kerala,2000,78731.14453125,2
38240,21-1093.00,Kerala,2017,56774.78515625,1
38241,17-2071.00,Maharashtra,2008,88039.5625,1
38242,29-1071.00,Rajasthan,2016,129696.18359375,2
38243,11-2022.00,Uttar Pradesh,2015,119559.1328125,1
38244,17-2112.02,Maharashtra,1988,27366.447265625,1
38245,13-1082.00,Andhra Pradesh,2015,106897.11197916667,3
38246,17-1011.00,Telangana,2000,100592.078125,3
38247,19-1011.00,Assam,2016,88470.58984375,2
38248,11-9111.00,Uttar Pradesh,1986,91781.359375,1
38249,25-2032.00,Uttar Pradesh,2005,153107.546875,1
38250,25-2032.00,Uttar Pradesh,2019,115975.328125,2
38251,11-9051.00,Maharashtra,2008,77276.546875,1
38252,11-3031.03,Delhi,2016,157251.005859375,12
38253,27-2012.05,Karnataka,2011,123900.1640625,3
38254,15-2051.01,Karnataka,2007,93724.8984375,3
38255,15-1252.00,Haryana,1997,75490.72135416667,3
38256,19-3093.00,Gujarat,2013,146055.13125,5
38257,49-2094.00,Gujarat,2013,54359.42578125,1
38258,53-3053.00,Maharashtra,1982,247396.578125,1
38259,27-1011.00,empty,2021,139820.61171875,5
38260,43-4051.00,empty,2010,53379.606119791664,3
38261,25-1032.00,Delhi,2012,66786.751953125,2
38262,11-3021.00,Tamil Nadu,1998,93682.46875,1
38263,17-2112.03,empty,2012,88849.9765625,4
38264,43-3031.00,Maharashtra,1993,104953.796875,1
38265,27-3031.00,Maharashtra,2003,58321.77734375,1
38266,49-2095.00,Gujarat,1988,43589.6328125,1
38267,15-1299.04,empty,2009,63534.390625,1
38268,51-2023.00,Karnataka,2023,54749.6640625,1
38269,17-2031.00,Maharashtra,1978,161981.74072265625,4
38270,19-2042.00,Karnataka,2017,88596.4921875,1
38271,27-4032.00,Delhi,1997,60343.91796875,1
38272,17-2031.00,Goa,1988,22918.466796875,1
38273,15-1212.00,Tamil Nadu,2020,118338.7890625,1
38274,15-1231.00,Rajasthan,1984,46769.48046875,1
38275,17-2199.09,Karnataka,1988,79560.461328125,5
38276,11-3031.00,Karnataka,1993,38068.66015625,1
38277,11-2021.00,Jharkhand,1985,27392.6796875,1
38278,29-2012.00,Haryana,2013,70292.921875,1
38279,13-1021.00,Telangana,2012,97461.328125,1
38280,41-3031.00,Tamil Nadu,1985,79246.1796875,1
38281,51-9061.00,Maharashtra,2007,63425.3984375,1
38282,19-1021.00,Delhi,2007,69251.0390625,1
38283,29-1141.01,Kerala,2013,75113.0625,1
38284,15-1244.00,empty,2022,113391.2578125,2
38285,11-3051.02,empty,2011,121586.8125,1
38286,43-4161.00,West Bengal,1987,76478.4453125,1
38287,29-2011.00,empty,1991,56939.65234375,1
38288,27-3043.05,Telangana,2006,153953.03125,1
38289,25-2032.00,Andhra Pradesh,2013,49367.58984375,2
38290,11-2022.00,Karnataka,2017,107845.296875,2
38291,13-1161.01,empty,1994,35560.970703125,3
38292,13-1111.00,Kerala,1995,108195.3203125,1
38293,41-1011.00,Telangana,1999,38846.30859375,1
38294,29-1071.00,Tamil Nadu,1991,28108.065104166668,3
38295,29-1071.00,Delhi,2004,42811.01171875,1
38296,19-3093.00,Gujarat,1998,147618.2734375,2
38297,15-1251.00,Haryana,1984,144379.421875,1
38298,15-1251.00,Haryana,1989,144379.421875,1
38299,43-4061.00,Chhattisgarh,2016,59099.109375,1
38300,13-1081.00,Delhi,2012,51975.3515625,1
38301,13-1161.00,Haryana,2003,139661.578125,1
38302,11-1011.00,Bihar,2022,229323.75,1
38303,25-1054.00,Assam,1997,98592.1484375,1
38304,13-2052.00,Uttar Pradesh,1997,88639.4765625,1
38305,17-3031.00,Tamil Nadu,1987,59857.08984375,1
38306,41-2031.00,Delhi,2006,45881.3515625,2
38307,25-9042.00,empty,2015,77844.16145833333,3
38308,23-1011.00,Maharashtra,1985,54192.703125,1
38309,29-1051.00,Telangana,1981,578707.5,1
38310,29-1051.00,Telangana,1988,36140.37109375,1
38311,29-1051.00,Telangana,1989,36140.37109375,1
38312,19-2011.00,empty,2005,63932.20703125,1
38313,11-3051.00,Jharkhand,2016,71069.1640625,1
38314,13-1199.06,empty,2023,188233.890625,1
38315,11-9199.11,Tamil Nadu,1996,77310.7109375,1
38316,17-2072.00,Delhi,1985,15027.955078125,1
38317,17-2199.06,Haryana,1996,114197.19921875,2
38318,11-9199.09,West Bengal,2010,88085.5859375,1
38319,17-2171.00,Delhi,1996,98707.9765625,1
38320,15-1232.00,Gujarat,1999,21472.31640625,1
38321,13-1121.00,Tamil Nadu,1998,60219.0859375,1
38322,53-5021.00,empty,2021,37800.37890625,1
38323,17-2031.00,Haryana,2004,66225.828125,1
38324,19-1021.00,Gujarat,2012,95117.53125,1
38325,11-9041.00,Kerala,2001,171905.109375,1
